發文ID,,文章ID,發文時間,更新時間,樓層,留言內容,按讚數,withNickname,是否被作者隱藏,meta,是否為發文者,性別,學校,reportReason,mediaMeta,currentMember,是否隱藏,inReview,reportReasonText,isSuspiciousAccount,isModerator,doorplate,subCommentCount,enablePrivateMessage,edited,postAvatar,activityAvatar,verifiedBadge,memberType,個人主頁
7f13d8bf-c239-4bd2-97d9-419a01889b48,False,226970103,2017-08-10T03:59:04.273Z,2017-08-10T14:24:53.522Z,14,B12 我記得名字是動物牌的也都很硬 不好過,6.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,14,,,False,,,False,,電機工程學系
5b698962-a043-43bb-ad4f-2dc82ee35695,True,226970103,2017-08-10T04:02:58.458Z,2017-08-10T04:02:58.458Z,15,"身為畢業學姐
看到這篇都笑了😂😂😂",2.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,15,,,False,,,False,,
d78ac5de-57a6-4229-ac34-2555db930dfe,True,226970103,2017-08-10T04:09:02.589Z,2017-08-10T15:40:19.827Z,16,"沒想到中原真的是學風興盛的學校
讓我見識到了私校第一的學習風氣果然不同凡響
選課系統看下來學長姐的選課人數
各種硬的課程都是近千人在搶的
反而那種涼課乏人問津
還會因為選不到紮實的課程而發文大發怒氣
只想修涼課的我不由得暗自慚愧
真是枉然了私校第一的名號
未來我要向學長姐看齊才是！
對涼課嗤之以鼻 唯恐無法選到硬課",32.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,16,,,False,,,False,,
fb08ffd4-a673-4263-9535-eb51a48b4f4d,True,226970103,2017-08-10T04:44:49.199Z,2017-08-10T04:44:49.199Z,17,"祝以上騙人的
選不到動物系列
及爽課",1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,17,,,False,,,False,,
a1a9e6c5-7913-4f27-bc1c-0f07561e0b2e,True,226970103,2017-08-10T05:10:50.896Z,2017-08-10T05:10:50.896Z,18,B17 我沒差 因為我被退學了,3.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,18,,,False,,,False,,
ce44cf94-30a6-47ec-b7ed-3350e6f53ad0,True,226970103,2017-08-10T06:29:11.860Z,2017-08-10T06:29:11.860Z,19,B11 可是我90分過的欸,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,19,,,False,,,False,,
9811835c-90ab-4e3a-829d-4d4dcd7053e2,True,226970103,2017-08-10T08:06:05.806Z,2017-08-10T08:06:26.968Z,20,"b19
我92
b11",0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,20,,,False,,,False,,
ef4050e4-d4a8-432d-82ea-cc5a19a70673,True,226970103,2017-08-10T09:34:59.134Z,2017-08-11T10:07:23.103Z,21,B20所以大家一定要選榮倫的課,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,21,,,False,,,False,,
35fd322a-078a-416e-b759-7642f9ff95e1,False,226970103,2017-08-10T12:45:24.830Z,2017-08-10T12:45:24.830Z,22,當初修梁的法律課 期中考30而已以為會被當 聽人講超涼沒停修 還真的過了 大推,2.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,22,,,False,,,False,,國際經營與貿易學系
c94426cc-3b7e-48f2-9b31-f2843f6d2961,True,226970103,2017-08-10T14:27:03.704Z,2017-08-10T14:27:20.852Z,23,"梁元棟人真的很好!
我期中考零分哦 期末竟然還有80幾欸超扯!
好老師推推!!",1.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,23,,,False,,,False,,
59995d58-c913-42c5-83cf-727f6dcb6cfa,True,226970103,2017-08-10T15:22:24.325Z,2017-08-10T15:22:24.325Z,24,"梁老師的確好過
學期86分路過
好課必須推讚",0.0,False,False,{},False,M,國立中央大學,,[],False,False,False,,False,False,24,,,False,,,False,,
c3294f4e-5360-4739-bbd7-ef096deb4cbe,True,226970103,2017-08-10T17:34:56.271Z,2017-08-10T17:34:56.271Z,25,"蘇友瑞也是爽課 不私藏了

隱藏版爽課還不快選",0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,25,,,False,,,False,,
6a46a4f4-e8f3-48d1-8b98-82eb512e9bb0,False,226970103,2017-08-11T01:42:19.400Z,2017-08-11T01:42:19.400Z,26,這篇太中肯  根本新生選課指標阿,3.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,26,,,False,,,False,,財經法律學系
217e3ca8-f6d3-4e13-bc25-001e0b6e2cdb,True,226970103,2017-08-11T01:50:13.995Z,2017-08-11T01:50:13.995Z,27,"B25 你這樣說出來...
身為b4的我感到生氣
要說出來也等他們開學最後階段結束再說阿
這樣我怎麼搶課",1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,27,,,False,,,False,,
7f62d6b3-265b-4bbd-8d04-c33bc84eeaad,False,226969165,2017-08-09T16:34:56.563Z,2017-08-10T16:40:47.350Z,1,"身為今年畢業校友的我
唯一支持蔣懷孝",7.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,1,,,False,,,False,,企業管理學系
645f938a-38f4-449b-a492-15229dd1ef89,True,226969165,2017-08-09T17:18:45.967Z,2017-08-09T17:18:45.967Z,2,推 老師帥 分組比賽打完下課 考試有三人傳球跟個人的投籃 八百放水 老師常帶隊比賽常放假,11.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,2,,,False,,,False,,
db59b788-f12c-484b-9f22-a2d73179ae0a,False,226969165,2017-08-10T00:04:20.462Z,2017-08-10T00:04:20.462Z,3,"唯一支持壘球課
要學期只打過兩次球
18週打兩次",0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,3,,,False,,,False,,會計學系
3a2ed4b7-5c4e-4716-b7a7-522339fd0b1b,True,226969165,2017-08-10T01:29:46.149Z,2017-08-10T01:29:46.149Z,4,想學東西真的不要去,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,4,,,False,,,False,,
0759a967-4d96-44de-9e21-00771a169a52,True,226969165,2017-08-10T03:10:19.611Z,2017-08-10T03:10:19.611Z,5,推 B2 修到他的課 你真的很幸運,0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,5,,,False,,,False,,
e1c0dea0-a1fa-46c9-a67f-69d87ed99e40,False,226969165,2017-08-10T06:14:11.722Z,2017-08-10T15:04:30.170Z,6,我修過 老師蠻好的啊 就考籃下投籃跟三人八字還有八百,2.0,False,False,{},False,F,賓州州立大學,,[],False,False,False,,False,False,6,,,False,,,False,,法學院
59ad3d97-f414-4da1-86b0-07c38815f7cc,True,226969165,2017-08-10T06:29:50.428Z,2017-08-10T06:29:50.428Z,7,我也推蔣懷孝,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,7,,,False,,,False,,
3992ad1d-5d89-48a1-8656-f8929191b017,True,226969165,2017-08-10T13:02:18.779Z,2017-08-10T13:02:18.779Z,8,"之前修他體育真的爽爽過
而且老師又帥又高",3.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,8,,,False,,,False,,
74c28270-f2ae-4cf1-8638-520914c3c0e3,False,226969165,2017-08-10T15:05:16.061Z,2017-08-10T15:05:16.061Z,9,陳建廷打球啊！,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,9,,,False,,,False,,電子工程學系
9bea43aa-dc7f-4176-89c9-12f275f38bde,True,226969165,2017-08-11T00:38:28.879Z,2017-08-11T00:38:28.879Z,10,每個體育不是都爽過嗎= =,0.0,False,False,{},False,M,國立清華大學,,[],False,False,False,,False,False,10,,,False,,,False,,
c3d2ec39-6bda-4d12-a43e-a0e398ae1a85,False,226969165,2017-08-11T06:36:52.545Z,2017-08-11T06:36:52.545Z,11,,,False,False,{},False,,,,[],False,True,False,,False,False,11,,,False,,,False,,
814ab2f2-57a9-4433-9595-df25bd0e95b5,True,226965826,2017-08-09T06:46:29.102Z,2017-08-09T06:46:29.102Z,1,超,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,1,,,False,,,False,,
8b6e0fb0-c544-4b35-b696-023a7036fe03,True,226965826,2017-08-09T06:53:13.206Z,2017-08-09T06:53:13.206Z,2,爽,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,2,,,False,,,False,,
36256eab-957f-470d-a9ef-b2ec9176954c,False,226965826,2017-08-09T06:53:40.162Z,2017-08-09T06:53:40.162Z,3,的,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,3,,,False,,,False,,電機工程學系
ec60c2a6-f5b5-4355-98a5-ff2caed869e1,True,226965826,2017-08-09T06:54:08.538Z,2018-05-26T04:36:03.963Z,4,"老師帥 分數還不錯
但我還真覺得沒學到什麼",2.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,4,,,False,,,False,,
5941cb2e-798b-427a-bd1d-103f75763186,False,226965826,2017-08-10T07:11:15.455Z,2017-08-10T07:11:15.455Z,5,真的好過 不唬 躺著也過,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,5,,,False,,,False,,電子工程學系
607d22cd-1531-49e8-a5b2-aae581b37aac,True,226965826,2017-08-10T07:12:02.606Z,2017-08-10T07:12:02.606Z,6,重點是老師 人真的超帥 不看會虧,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,6,,,False,,,False,,
2c40b665-1ab2-4d33-8bbf-6f41e6f07000,True,226965826,2017-08-10T09:11:52.185Z,2017-08-10T09:11:52.185Z,7,廢課,0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,7,,,False,,,False,,
2f7e81dc-0d6c-4a3c-ade8-ebde5410c36b,True,226965826,2019-12-20T16:41:34.502Z,2019-12-20T16:41:34.502Z,8,,,False,True,{},False,,,,[],False,True,False,,False,False,8,,,False,,,False,,
e1265ba9-1002-4407-8311-af15cb264017,True,226965826,2021-07-23T16:24:37.389Z,2021-07-23T16:24:37.389Z,9,"我覺得還不錯 有認真聽應該會學到東西
但不聽也不會怎樣
不點名
但會有小組報告
其中一次是到一些餐廳訪問
有點尬 因為都不認識
會有一次看電影寫心得
蠻簡單
90高分通過！！",0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,9,,,False,,,False,,
ae2493a3-0e2f-43cf-a7ad-919c73f1c5fb,False,226964929,2017-08-09T06:29:07.784Z,2017-08-09T06:29:07.784Z,1,"老師人很好 但不努力一樣GG
話說佑倫回來了喔owo",2.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,1,,,False,,,False,,財務金融學系
d985aabe-b95e-40d8-b2e2-48a518b8738a,True,226964929,2017-08-09T08:39:37.466Z,2017-08-09T08:39:37.466Z,2,老師上的很好啊，建議好好學,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,2,,,False,,,False,,
7351f2fd-e6de-41df-bd43-9827b1386afd,True,226964929,2017-08-09T18:13:14.339Z,2017-08-09T18:13:14.339Z,3,修楊啓均的,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,3,,,False,,,False,,
9337a745-6065-49e4-8b0d-196093d23ad0,False,226964929,2017-08-10T03:50:29.044Z,2018-12-10T06:24:20.424Z,4,樓上 個經是楊啓鈞幫佑倫代課的 ^_^,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,4,,,False,,,False,,財務金融學系
d6e3dfb4-8dfe-43af-9462-18d1f6ff9cc0,False,226964929,2017-08-10T10:59:53.680Z,2017-08-10T10:59:53.680Z,5,"推好老師 上課很用心
但考試不簡單！
課本題目還是要做熟",0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,5,,,False,,,False,,財務金融學系
1096a5f8-b29a-4e9c-baa7-2fc065b0dc46,True,226964920,2017-08-09T03:49:51.512Z,2017-08-09T03:49:51.512Z,1,爽,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,1,,,False,,,False,,
e1d57158-ad5d-4037-95be-28f9c091fe21,True,226964920,2017-08-09T05:35:00.685Z,2017-08-09T05:35:00.685Z,2,到,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,2,,,False,,,False,,
78c810fd-3aad-4949-a749-4913d089380c,True,226964920,2017-08-09T06:30:49.798Z,2017-08-09T06:30:49.798Z,3,爆,1.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,3,,,False,,,False,,
a9f95b7c-0ed8-4af6-9129-c6bb72887ae1,False,226964920,2017-08-09T07:01:46.063Z,2017-08-09T08:39:58.310Z,4,炸,1.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,4,,,False,,,False,,財務金融學系
97e843fa-e9b2-4423-909d-6e59f8a46de1,True,226964920,2017-08-09T07:02:17.932Z,2017-08-09T07:02:17.932Z,5,，,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,5,,,False,,,False,,
f6e861cf-e71e-4683-a86f-1918746c89c3,True,226964920,2017-08-09T08:41:14.154Z,2017-08-09T08:41:14.154Z,6,上課遲到半節，考試考題庫，期末隨便報告，分數隨便送，不一定聽的懂,0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,6,,,False,,,False,,
a3e1dc79-8f72-4303-9edd-b0a4aeb3b1fd,True,226964920,2017-08-09T12:54:04.149Z,2017-08-09T12:54:04.149Z,7,"聽說不會救人
但我被救了✌️️✌️️✌️️",0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,7,,,False,,,False,,
be47fb0e-96d5-4546-a9e5-303b4d97b0a3,False,226964920,2017-08-10T10:57:57.489Z,2017-08-10T10:57:57.489Z,8,"認真上課是學的到東西的
下課去問問題她也會很有耐心的教
考試課本題目做熟就對了
人很nice",0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,8,,,False,,,False,,財務金融學系
00068fe4-8f99-40c8-94b9-e5edd67b4101,True,226964920,2020-01-13T05:53:04.417Z,2020-01-13T05:53:04.417Z,9,B7 不好意思可以問你是多少被她救嗎🥺,0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,9,,,False,,,False,,
2f0cca82-1cb3-4e14-b66b-39d46e5004ef,True,226964920,2020-01-13T11:33:09.200Z,2020-01-13T11:33:09.200Z,10,B9 57,0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,10,,,False,,,False,,
742497a9-b223-449c-b43f-c28cafe03408,True,226964920,2020-01-13T16:45:02.139Z,2020-01-13T16:45:02.139Z,11,B10 謝謝你的答覆 因為我59分⋯不知道她會不會讓我過,0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,11,,,False,,,False,,
04c391e4-2b53-478e-8906-bbe74f6ebb24,True,226964920,2020-01-14T04:31:25.485Z,2020-01-14T04:31:25.485Z,12,B11 我沒有去求他，他自己救的,0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,12,,,False,,,False,,
e80b2e43-835b-4c9f-b1b8-14add8051e6c,True,226964715,2017-08-09T04:12:31.150Z,2017-08-09T04:14:11.401Z,1,"老師很認真，但是第一天就要選主題分組，
如果你有人陪你一起比較好，之後每次都會有討論，我覺得討論內容很有趣，很哲學，也會看很多很哲學的影片，最後都要和組員討論出一個結果，然後報告給老師。上課前都會簽到，分數就佔大多數。",0.0,False,False,{},False,M,中原大學,,[],False,False,False,,False,False,1,,,False,,,False,,
40c92e92-1156-478a-98d1-c46e862b9253,True,226964715,2017-08-10T11:21:28.014Z,2017-08-10T11:21:28.014Z,2,"我個人覺得算不錯呢，雖然之前在修的時候，不是修的那麼愉快 😶（主因：雷隊友
然後點名就是有點煩，因為下午三點教學八樓搭電梯等很久，自己爬樓梯也要時間，然後上一節課在商學，老師也不提早下課，就很趕... 但之後終於改了上課後10分鐘才點

上課方式，如b1所說，如果你覺得需要人陪（？）可能就需要找伴同組，我是覺得還好，然後上課就是看一些新聞或影片後，就小組一起討論，就拼湊出心得這樣~ 然後期中報告就是小組上台報告沒什麼好說還行

期末就是紙筆考試，選擇題比較學術一點，但申論都是平時上課有討論到的東西（我寫滿多的），所以還算容易，整體難度算還行，學期85過給參考

然後給個推薦點，延伸天類的課不要比較「傳教」一點的，我認為這堂滿適合的唷！",0.0,False,False,{},False,F,中原大學,,[],False,False,False,,False,False,2,,,False,,,False,,
